	positive_in_degree	positive_out_degree	negative_in_degree	negative_out_degree
21070	8	1	1	0
21362	3	3	0	1
23289	2	1	0	0
23770	1	3	1	0
23902	9	0	0	0
24903	3	1	0	0
25369	6	4	1	1
27366	10	4	0	0
28390	5	0	0	0
29622	7	5	1	0
33765	2	2	1	0
36531	2	0	2	0
37943	1	0	6	1
40255	3	8	0	0
40711	3	0	0	0
41367	6	3	0	0
43458	1	0	0	0
43459	2	1	0	0
43460	2	0	0	0
43461	1	0	0	0
43462	1	0	0	0
43463	1	0	0	1
43464	1	0	1	0
43465	1	0	0	0
43466	1	0	0	0
43467	1	0	0	0
43468	4	0	0	0
43469	2	0	1	0
43470	1	0	0	0
43471	1	0	0	0
43472	2	0	1	0
43473	3	1	0	0
43474	2	0	1	0
43475	3	3	2	1
43476	2	0	0	0
43477	3	0	0	0
43478	1	0	1	0
43479	1	0	0	0
43480	2	0	0	0
43481	0	0	1	0
43482	1	1	0	0
43483	1	0	0	0
43484	1	0	0	0
7427	4	3	0	0
43485	1	1	0	0
4672	4	9	1	5
19829	5	8	1	1
20770	9	36	7	2
23794	3	37	0	2
24049	5	13	3	0
24805	7	19	12	4
37871	7	78	1	16
43486	2	39	1	11
43487	1	2	0	0
43488	1	0	0	0
24912	4	8	0	2
2276	9	4	0	0
18014	5	1	1	0
18858	8	1	3	0
22181	3	8	0	0
24953	4	1	1	0
24954	6	15	1	0
24955	2	4	0	0
24956	4	4	0	1
24957	3	4	1	1
24958	4	0	1	0
24959	1	0	0	0
24961	4	15	1	0
24962	4	5	0	68
24963	1	0	0	0
24966	3	0	1	0
24967	9	29	3	11
24970	2	0	0	0
24971	1	0	0	0
24972	1	0	1	0
43489	2	2	0	0
43490	1	21	0	0
43491	2	0	0	0
14741	5	6	0	0
25663	3	0	0	0
25664	3	3	0	1
25665	3	0	0	0
25667	3	0	0	0
25669	14	36	0	1
25670	1	0	1	0
43492	1	2	1	0
43493	10	0	0	0
43494	1	1	0	0
43495	2	0	0	0
2327	3	1	0	2
7120	6	0	0	0
26359	3	5	2	0
43496	1	1	0	0
43497	1	0	0	0
25487	2	3	0	0
35835	2	1	1	0
43498	1	1	0	0
43499	4	0	0	0
43500	1	0	0	0
6524	14	4	0	1
25473	7	0	0	0
36897	3	4	0	0
43501	1	0	0	0
43502	2	0	0	0
43503	0	0	2	0
6603	5	2	0	0
17408	1	2	1	1
17410	7	22	2	1
17411	1	1	0	0
17413	1	1	0	0
17414	2	1	1	0
17415	7	55	8	6
17416	7	5	1	0
17417	3	0	0	0
17418	5	4	2	0
17420	3	4	0	0
17421	3	0	1	0
17424	9	6	2	0
17425	1	1	0	0
17426	0	0	1	0
17427	1	0	2	0
43504	0	0	2	0
3512	9	21	3	1
3638	14	25	10	20
6258	7	0	1	0
6259	1	0	1	0
6260	6	3	1	0
6266	6	0	0	0
6268	6	9	0	9
6274	6	2	3	1
6278	1	0	0	0
6279	1	0	0	0
6281	4	0	1	0
6284	1	0	6	0
6285	0	0	2	0
13554	19	0	0	0
22864	4	1	0	0
43505	0	1	2	3
3203	4	0	5	0
14501	2	1	2	0
17320	3	5	1	1
18599	3	5	1	0
20326	4	14	5	6
43506	1	0	0	0
43507	1	3	0	5
43508	2	6	0	23
43509	7	34	0	2
43510	4	1	0	0
43511	1	1	0	0
43512	4	22	0	1
43513	2	10	0	0
43514	7	37	3	27
43515	0	0	1	0
43516	0	3	1	1
43517	1	0	1	0
43518	2	0	1	1
43519	3	8	3	1
43520	0	0	1	0
43521	0	0	1	0
7102	37	0	0	0
15714	9	0	0	0
15715	1	0	0	0
41843	2	0	0	0
32757	2	10	0	0
43522	1	2	0	0
43523	10	0	0	0
12923	3	0	0	0
18064	7	8	1	1
27982	4	0	1	0
19656	19	0	0	0
35299	5	6	3	6
43524	2	0	0	0
4760	3	1	0	0
5429	3	0	1	0
11635	13	11	1	2
16912	4	0	7	0
41899	3	0	0	0
43525	3	6	0	1
43526	1	1	0	0
43527	4	4	3	33
43528	3	0	0	0
43529	1	1	1	1
43530	5	15	3	0
43531	1	0	4	0
43532	1	0	1	0
7759	25	1	1	0
26893	5	1	0	0
37278	3	2	2	1
40532	5	0	0	0
43533	3	0	0	0
43534	1	0	0	0
43535	1	0	1	0
43536	1	0	1	0
43537	1	3	1	7
43538	1	0	0	0
2953	26	0	0	0
6088	18	0	1	0
7126	4	0	2	0
8466	7	11	0	0
9047	9	21	2	1
14586	11	7	1	7
16264	13	2	2	1
18974	6	6	2	0
19033	7	0	5	0
19078	7	1	0	0
19272	3	0	4	1
20394	5	0	3	0
22124	4	29	0	2
28402	6	19	1	5
30010	4	0	1	0
30283	3	0	0	0
35772	5	14	0	0
37768	6	14	0	0
40511	6	0	0	0
41543	5	0	0	0
43539	2	0	0	0
43540	2	0	0	0
43541	3	0	0	0
43542	1	0	0	0
43543	1	1	0	0
43544	4	1	0	0
43545	2	0	0	0
43546	1	0	0	0
43547	2	0	0	1
43548	1	0	0	0
43549	2	0	0	0
43550	2	0	0	0
43551	3	0	0	0
43552	5	0	0	0
43553	1	0	2	4
43554	0	0	1	0
43555	0	0	1	0
43556	1	1	4	0
43557	5	0	3	0
9659	11	3	3	1
10667	3	33	3	25
10907	7	8	24	3
21845	1	0	2	0
26813	10	1	1	1
28963	2	0	1	0
31128	10	95	4	97
43558	2	0	1	0
43559	1	1	1	0
43560	1	0	1	0
43561	0	0	1	0
43562	5	8	1	3
43563	0	1	1	0
43564	0	0	1	0
43565	0	0	1	0
43566	0	0	1	0
43567	0	0	1	0
43568	0	0	3	0
12806	6	0	1	0
43569	1	1	0	0
43570	1	0	0	0
43571	1	0	0	0
43572	1	3	0	0
43573	3	0	1	0
2724	19	25	10	3
7392	11	4	1	0
8353	29	4	4	1
8358	14	37	2	4
15074	5	0	2	0
17183	9	1	0	0
21077	15	0	2	0
23884	7	1	0	0
26447	3	7	2	1
27320	2	2	1	0
27321	10	0	1	1
27322	3	1	0	0
33394	35	0	0	0
43574	2	0	0	0
20758	1	0	1	0
23005	1	0	1	0
25155	1	3	1	0
29480	1	3	1	0
32734	2	0	0	0
32799	2	7	1	0
41969	3	0	0	0
43575	1	8	0	2
43576	1	1	1	1
43577	1	0	0	0
43578	1	0	0	0
43579	1	0	0	0
6822	10	0	0	0
6824	1	2	0	0
4408	9	2	0	0
16819	15	13	4	0
19661	9	0	1	0
21829	2	5	0	0
22162	9	19	0	1
22746	6	0	1	0
25183	4	6	0	1
25289	6	0	0	0
27380	0	0	2	0
31452	6	14	0	0
33372	5	0	4	0
37903	2	1	3	0
40538	8	4	0	0
42541	2	0	0	0
43580	2	0	0	0
43581	3	0	0	0
43582	3	0	0	0
43583	1	3	0	0
43584	1	0	0	0
43585	1	0	0	0
43586	0	0	1	0
43587	0	0	1	0
6898	21	4	4	1
21536	1	5	1	0
21539	1	0	0	0
21540	4	0	0	0
21541	7	1	0	0
26471	5	9	1	0
34155	4	0	1	0
37711	5	0	3	2
43588	5	12	1	2
43589	0	0	1	0
12536	4	7	0	1
43590	3	5	0	0
43591	2	2	0	0
43592	3	0	0	0
43593	12	0	0	0
43594	1	1	0	0
43595	1	1	0	0
27810	3	10	1	1
24802	2	0	0	0
33024	2	0	0	0
33025	1	0	0	0
5379	12	4	4	6
6641	3	1	4	0
13309	3	1	1	6
16509	9	0	0	0
18289	13	8	5	0
20817	4	1	0	0
21030	3	3	0	0
21593	5	2	2	0
24745	2	1	0	1
31474	5	1	1	0
33934	8	0	2	0
37214	2	0	0	0
37774	6	1	0	0
39605	4	0	0	0
43596	3	4	0	4
43597	1	0	0	0
43598	1	0	0	0
43599	1	0	0	0
43600	1	1	0	0
43601	2	0	0	0
43602	1	0	1	0
43603	2	0	2	0
43604	2	0	0	0
43605	5	2	0	0
43606	1	0	0	0
43607	1	0	0	0
43608	1	0	0	0
43609	2	1	0	0
43610	1	0	0	0
43611	1	1	0	0
43612	1	0	0	0
43613	3	4	1	1
43614	1	0	0	0
43615	2	0	0	0
43616	5	9	0	0
43617	1	0	0	0
43618	0	0	1	0
4747	2	2	1	6
22362	2	0	2	0
25314	3	0	0	0
25315	1	12	0	2
25316	1	1	0	0
25317	2	0	0	0
25322	0	0	1	0
25323	0	0	1	0
25326	0	0	1	0
25327	0	0	1	1
25328	2	3	2	5
25329	5	2	1	0
25333	2	3	1	0
25334	0	0	1	0
26206	1	2	0	0
4666	3	12	0	2
4667	1	9	0	0
4668	2	15	1	1
4670	3	1	0	4
4673	3	4	0	3
4674	9	7	1	1
4676	0	5	5	0
43619	6	0	0	0
43620	3	0	1	0
4297	11	1	0	1
10211	4	0	2	0
23377	1	0	3	0
33764	2	3	0	0
34505	1	1	0	0
37708	2	0	0	1
43621	2	0	0	0
43622	1	9	0	0
43623	2	1	0	0
43624	4	0	0	0
43625	1	0	0	0
11481	12	0	0	0
14568	3	1	0	0
43626	1	0	0	0
43627	2	0	0	0
14027	3	12	4	1
18782	4	0	3	0
43628	2	3	1	2
43629	0	0	1	0
43630	1	2	1	0
23282	7	0	0	0
23283	1	1	0	0
23284	3	0	0	0
23285	4	0	0	0
45242	2	0	0	0
45243	4	0	0	0
45244	2	4	1	0
40721	3	3	0	3
45198	1	15	0	0
45245	1	0	0	0
45246	4	0	2	0
43880	4	4	0	0
4244	19	1	5	0
10897	15	12	12	1
13220	5	2	1	1
16733	8	0	4	0
18284	2	0	6	0
24043	10	6	3	1
24113	1	0	3	1
24316	7	2	4	0
45247	2	0	0	0
45248	2	0	0	0
45249	3	2	0	0
45250	2	0	0	1
45251	5	0	0	0
45252	2	0	0	0
45253	3	4	0	0
45254	0	0	4	0
45255	0	0	2	0
45256	0	0	3	1
45257	0	0	3	1
4900	10	0	0	0
9270	7	0	2	0
15467	8	1	3	1
22103	5	30	0	13
23771	2	1	0	0
29528	2	4	2	0
30376	5	0	0	0
34442	2	0	1	0
45258	1	0	1	0
45259	1	0	0	0
45260	5	13	1	0
45261	1	1	2	0
45262	2	0	0	0
45263	2	0	1	0
45264	1	0	0	0
45265	1	0	0	0
45266	1	0	0	0
45267	1	2	0	0
45268	1	0	0	0
24092	13	11	3	11
40437	2	0	0	0
40438	4	2	0	0
40439	3	2	0	0
45269	1	0	0	0
13020	12	0	0	0
18882	2	0	1	0
40503	11	31	0	0
45270	1	0	0	1
45271	2	2	0	0
5637	5	1	4	0
10024	10	25	2	1
13259	1	0	4	0
13611	6	0	0	0
14890	2	29	2	46
17886	2	3	0	3
18963	7	0	2	1
19004	5	12	1	0
26055	3	17	1	14
27784	2	8	2	14
39555	1	1	0	0
39556	1	0	0	0
39558	2	3	0	0
39559	1	4	1	0
39560	0	0	1	0
39561	0	0	1	1
39562	0	0	1	0
39563	0	1	1	0
39564	0	1	1	0
39565	0	0	3	0
39566	2	0	1	0
39567	0	0	3	0
39568	1	0	1	0
39569	0	2	1	0
39570	0	0	1	0
39571	0	0	1	0
39572	1	5	2	0
39573	1	0	3	0
2226	2	50	1	0
2229	9	1	0	0
2230	6	131	0	0
2231	1	0	1	0
2233	2	0	0	0
2236	2	0	0	1
2240	3	0	1	0
2243	1	0	0	0
2246	10	0	0	0
2247	2	0	0	0
2253	3	0	0	0
2256	1	11	0	0
3064	8	0	2	0
3192	2	6	0	0
19811	3	0	0	0
22173	4	0	0	0
45281	1	0	0	0
3356	8	1	1	0
4775	9	8	0	1
8286	3	0	0	0
16084	4	4	0	0
18846	6	0	3	0
21595	4	0	2	0
21838	7	0	1	0
22097	4	13	0	2
22910	4	0	0	0
24252	4	0	1	0
25539	11	7	2	0
28104	2	3	0	0
28424	13	0	3	0
31214	6	2	0	0
32623	3	0	0	0
33872	1	0	3	0
34335	5	1	0	0
35501	3	0	0	0
39666	4	1	0	1
40591	6	0	1	0
42081	5	0	1	0
45066	4	0	0	0
45282	9	0	0	0
45283	1	4	0	0
45284	1	0	0	0
45285	1	0	0	0
45286	1	0	0	0
45287	1	0	0	0
45288	1	0	0	0
45289	3	2	0	0
45290	4	6	0	0
45291	4	0	3	0
45292	3	0	0	0
45293	1	0	0	0
45294	1	0	0	0
45295	1	0	0	0
9259	6	0	1	0
26296	6	22	0	8
33314	5	17	2	2
36493	8	0	0	0
36960	3	0	0	0
45296	1	0	1	0
45297	2	0	0	0
45298	1	0	0	0
45299	0	0	1	0
3522	3	0	1	0
7135	2	1	0	2
27977	2	0	1	0
27981	1	2	1	0
27983	1	0	1	0
30297	3	3	0	1
34512	4	0	0	0
45300	1	10	0	0
45301	2	1	0	0
17952	7	4	9	0
19436	3	0	0	0
25616	3	0	2	0
29170	3	0	2	0
29301	0	0	6	0
30228	4	4	0	0
30396	2	0	0	0
30424	1	0	6	0
30553	12	0	8	0
31340	2	1	2	0
45302	1	0	2	0
45303	1	0	0	0
45304	0	0	1	0
45305	0	0	4	0
45306	0	0	1	0
45307	0	0	1	0
45308	1	0	1	0
45309	17	0	0	0
2282	2	2	0	0
5736	10	1	4	0
9530	1	0	16	1
27330	4	0	3	0
38700	4	34	3	5
45310	3	20	0	2
45311	1	0	0	0
45312	1	0	0	0
5619	9	4	2	0
14903	8	0	0	0
19014	0	0	6	85
25882	8	35	2	22
33668	1	0	0	0
33669	2	0	0	0
33670	1	0	0	0
33671	0	3	1	0
2949	6	1	0	0
45313	1	0	0	0
45314	0	0	1	0
22119	6	17	2	26
42445	9	0	0	0
45315	1	1	0	0
45316	1	0	0	0
45317	1	0	0	0
45318	0	0	1	0
2885	12	60	0	0
11497	7	0	1	0
13501	41	2	4	0
13760	8	0	0	0
13838	10	4	5	0
20688	2	0	0	0
25101	8	3	0	0
28818	3	0	0	0
29380	15	43	2	31
37012	3	0	1	0
39661	1	0	0	0
39662	1	0	0	0
39663	2	0	0	0
39664	2	4	0	0
39665	4	0	1	0
39667	1	0	0	0
39668	3	1	0	0
39669	1	0	0	0
39670	2	5	0	1
39671	2	1	0	0
39673	7	14	0	1
39674	3	0	0	0
39675	4	0	0	0
39676	3	2	0	0
32842	2	0	0	0
2259	0	1	0	0
2260	0	13	0	0
2264	0	1	0	0
2272	6	0	1	0
2274	4	1	4	0
2279	2	10	2	2
2285	1	0	0	0
2287	2	0	0	0
2289	3	42	0	1
2291	1	0	0	0
2292	2	0	1	0
2296	9	3	1	0
2297	2	0	0	0
2298	7	0	0	0
2299	4	4	0	0
2305	1	0	0	0
2307	4	0	0	0
2310	13	2	3	0
2311	1	0	0	0
2312	21	7	2	1
2313	6	1	0	0
2316	1	0	0	0
2318	1	0	0	0
2321	1	0	0	0
2326	13	2	1	0
2332	1	0	0	0
2334	16	9	1	1
2335	4	1	0	0
2336	1	4	0	0
2340	29	20	5	1
2341	1	0	0	0
2344	3	0	0	0
2346	1	0	0	0
2349	6	0	0	0
2351	6	0	0	0
2352	2	0	0	0
2357	4	0	0	0
2359	15	6	1	0
2360	1	0	0	0
2362	2	5	0	0
2369	1	3	0	0
2370	3	2	0	0
2373	5	11	4	0
2379	1	0	0	0
2380	1	0	0	0
2384	3	0	0	0
2386	1	0	0	0
2387	2	0	0	0
2388	1	0	1	0
2394	9	1	2	0
2397	3	0	0	0
2398	2	0	0	0
2399	7	0	3	0
2401	3	5	0	0
2402	3	0	0	0
2405	1	0	0	0
19415	6	2	0	0
45319	1	1	0	0
45320	1	0	0	0
12771	9	66	12	135
16330	3	1	0	0
17527	4	13	1	15
22295	7	7	4	0
22375	6	43	1	3
22640	4	37	0	0
22928	5	21	0	2
24001	7	9	1	0
27789	4	58	0	0
33085	3	3	2	0
44458	5	20	0	3
45321	3	10	0	3
45322	1	5	0	6
45323	1	7	0	0
45324	2	2	0	0
45325	1	0	0	0
45326	3	4	0	0
45327	1	1	0	0
45328	1	5	0	0
45329	0	0	1	0
45330	0	0	1	0
16455	11	10	0	1
16712	4	16	0	0
22387	8	0	0	0
27448	4	0	0	0
43222	28	0	0	0
45331	1	0	1	0
4821	15	2	1	1
23429	6	3	1	0
45332	2	3	0	0
4677	6	27	0	12
8474	2	7	0	12
8481	6	0	0	0
8483	11	0	2	0
8485	3	12	0	1
8486	7	9	0	0
8487	1	3	1	2
8492	11	2	7	0
8493	1	17	0	0
8494	4	5	3	1
8495	1	0	0	0
8500	3	2	0	0
8502	5	0	0	0
8503	2	0	0	0
8504	2	0	1	0
8506	2	8	0	0
8507	13	19	2	0
8511	4	4	1	0
8512	12	2	2	23
8514	4	0	0	0
8516	8	3	3	4
8517	1	4	0	0
8520	1	21	0	0
8521	1	0	0	0
8522	1	0	0	0
8523	2	0	0	0
8528	1	0	0	0
8531	1	0	1	0
8533	6	6	2	0
8534	2	1	2	0
8537	2	1	1	0
8541	3	0	2	1
8543	3	9	1	1
8546	9	3	4	0
8550	1	0	1	0
8551	8	2	11	1
8553	5	0	1	0
8555	5	0	2	0
8559	0	0	2	0
8562	16	12	1	0
9873	15	25	0	0
45333	1	0	1	0
4817	12	0	3	0
6714	5	1	0	0
8236	11	0	0	0
9634	4	0	2	0
11298	22	0	0	0
12975	12	0	1	0
19881	17	11	1	0
24192	3	0	3	0
27556	2	0	7	1
28838	4	2	2	1
30456	6	0	11	0
30860	11	10	1	0
31331	6	10	1	4
33521	5	0	0	0
33581	1	0	0	0
33583	1	0	0	0
33584	1	3	0	9
33585	1	3	0	0
33586	1	0	0	0
33587	2	0	1	0
33588	7	6	2	0
33590	3	0	2	0
33591	1	0	0	0
33592	2	6	0	0
33593	2	4	3	1
33594	5	0	1	0
33595	1	0	0	0
33596	2	0	0	0
33597	1	0	0	0
33598	1	0	0	0
33599	1	1	0	0
33600	5	3	3	0
33601	2	0	0	0
33602	1	0	1	0
33603	1	0	1	0
33606	4	10	2	2
33607	1	0	1	3
8980	6	0	0	0
14740	4	0	0	0
23160	5	6	0	0
25053	6	0	0	0
34703	4	0	0	0
36331	3	0	1	0
37416	2	0	0	0
38852	2	0	0	0
38897	3	2	0	0
45334	1	0	0	0
45335	1	0	1	0
45336	1	1	0	0
45337	2	0	0	0
45338	8	0	0	0
45339	1	0	0	0
45340	2	0	0	0
45341	2	0	0	0
45342	1	0	0	0
45343	1	0	0	0
45344	3	0	0	0
45345	3	2	0	1
45346	5	0	3	0
45347	2	3	0	0
45348	9	2	0	0
4338	5	10	3	12
31357	3	3	0	1
31358	1	0	0	0
17366	2	2	0	0
23948	5	0	1	0
34139	12	0	0	0
45349	1	2	0	0
45350	4	1	0	0
39656	7	0	0	0
45351	1	0	0	0
38933	1	12	0	1
45352	1	0	0	0
45353	1	0	0	0
42481	4	4	2	0
45354	1	0	0	0
30703	2	0	0	0
16046	8	0	0	0
18978	11	0	3	0
26276	7	0	1	0
34277	2	5	1	0
34405	4	8	0	7
41836	2	4	0	0
45355	2	7	0	0
8018	1	0	3	0
33925	2	4	0	0
34786	3	0	0	0
45356	1	0	0	0
37238	5	3	1	0
45357	1	0	0	0
45358	1	0	0	0
45359	2	0	0	0
17605	1	58	0	0
19807	6	20	2	8
20122	4	25	1	2
20626	3	13	0	0
24301	4	13	1	1
24785	3	12	1	14
27301	2	4	1	9
27427	6	31	2	6
36018	1	26	0	0
39575	2	9	0	0
45360	1	2	0	3
45361	5	0	0	0
45362	1	4	0	1
23179	8	0	0	0
36371	2	0	0	0
45363	1	0	1	0
45364	5	0	2	0
19556	18	17	1	0
2878	4	0	2	0
7081	13	0	1	0
22506	7	0	0	0
37096	2	0	0	0
37097	7	0	0	0
37098	2	9	0	0
37099	1	7	0	0
11775	4	1	0	0
11776	3	0	0	0
11777	5	8	0	1
11778	4	1	0	0
19331	3	0	1	0
45365	3	0	0	0
45366	1	0	0	0
45367	1	1	0	0
15993	5	0	0	0
45368	1	0	0	0
45369	1	4	0	0
22061	11	15	0	0
8969	5	7	0	0
9039	10	0	1	0
12933	11	2	0	0
14573	9	0	0	0
15772	2	0	1	0
16847	3	14	1	5
17164	6	0	1	0
19721	9	1	1	0
23674	8	0	2	0
28823	6	0	0	0
45370	2	0	0	0
45371	6	0	0	0
45372	1	0	0	0
45373	1	0	0	0
45374	1	0	0	0
45375	1	0	0	0
19947	9	18	2	0
45376	1	0	0	0
40636	1	0	0	0
3975	1	0	2	0
5432	15	9	5	1
5748	1	0	2	0
6148	8	1	2	0
7210	12	12	0	2
7476	17	36	9	3
8363	3	0	4	0
8606	2	0	4	0
9561	7	0	3	0
11523	4	0	9	1
12609	8	0	0	0
13674	3	0	4	0
14856	17	0	5	0
16918	7	0	4	0
17916	5	0	8	0
18233	11	21	2	5
23503	1	0	6	16
23592	9	8	0	0
24357	5	11	7	0
25111	9	79	1	3
26690	2	1	2	0
28358	7	3	0	0
28486	8	42	1	4
29390	6	0	1	1
29575	17	8	6	1
30093	3	0	2	0
30254	5	0	4	0
32434	3	0	2	0
32792	4	1	0	1
34251	1	0	1	0
34568	1	0	5	0
34647	2	0	2	0
34798	1	2	1	1
37867	1	0	6	0
38718	7	7	5	0
42424	2	1	4	0
42430	3	0	2	0
44035	1	2	1	1
44036	2	0	0	0
44037	2	7	0	0
44038	1	0	0	0
44039	2	11	0	1
44040	3	0	5	0
44041	6	0	1	0
44042	2	0	6	0
44043	1	0	2	0
44044	0	0	1	0
44045	0	0	1	0
44046	0	0	1	0
44047	0	0	2	0
44048	0	0	2	0
44049	0	0	1	0
44050	0	0	1	0
44051	0	5	1	2
44052	2	0	2	1
44053	0	0	1	1
44054	0	0	1	0
44055	0	0	1	0
44056	1	2	1	0
45377	3	0	1	0
45378	0	0	1	0
45379	1	0	0	0
45380	1	0	0	0
15403	2	4	0	1
45381	1	0	0	0
2941	10	1	0	0
2955	18	0	0	0
4230	2	37	1	2
4235	9	0	2	0
5634	23	3	7	0
6565	12	0	0	0
7525	7	3	10	2
10021	6	0	0	0
10030	8	4	0	0
10037	12	33	2	11
10051	4	1	15	6
13792	11	0	6	0
16168	7	18	0	2
16171	5	0	0	0
17681	5	0	0	0
19074	4	0	0	0
20251	1	0	6	0
21779	2	13	14	1
22906	3	0	0	0
25237	5	0	0	0
26173	12	11	1	8
32984	2	2	1	0
32985	3	3	0	1
32987	6	6	0	0
32988	1	0	0	0
32989	1	0	0	0
32990	1	0	0	0
32991	2	1	0	0
32992	1	0	0	0
32993	2	3	0	0
32995	7	4	0	0
32996	4	0	0	0
32997	2	0	1	0
32998	0	0	1	0
32999	1	0	1	0
33000	0	6	1	1
33001	0	0	1	0
36583	5	2	0	0
45382	3	10	0	1
45383	1	0	7	0
7493	11	2	1	0
6745	8	1	3	2
15259	11	40	1	23
34121	6	8	4	2
45384	2	1	0	0
45385	1	0	0	0
45386	1	3	0	0
45387	1	3	1	1
45388	0	0	1	0
45389	4	10	0	0
45390	1	0	0	0
16920	0	0	6	0
42400	3	6	2	0
45391	1	1	2	0
45392	1	0	0	0
45393	1	0	0	0
17018	5	2	0	2
14444	20	40	1	4
17862	6	8	0	0
36377	4	5	0	0
45394	0	0	1	0
12264	6	0	3	0
45395	1	16	0	7
16178	0	1	1	0
16179	0	0	1	0
16180	0	0	1	0
16181	0	0	1	0
16182	0	0	2	1
16183	1	0	2	0
16185	3	3	2	1
5068	5	0	7	3
5430	8	12	2	2
32852	7	59	7	49
41809	1	0	3	0
45396	2	2	0	0
45397	2	2	0	0
45398	5	0	0	0
45399	4	5	0	1
45400	2	47	4	42
45401	0	0	3	1
45402	1	0	3	0
15093	0	0	2	0
25238	6	0	0	0
25242	4	7	0	0
25243	5	9	0	1
25245	10	20	1	0
36489	6	3	0	0
45403	2	21	1	13
45404	2	9	0	0
18577	3	20	0	43
25463	2	23	1	4
31281	5	10	1	3
36374	4	0	0	0
45405	1	0	0	1
34728	6	7	1	1
43167	3	0	0	0
45406	1	0	0	0
45407	1	0	0	0
45408	2	0	0	0
45409	3	2	0	0
45410	1	0	0	0
45411	1	1	0	0
34964	3	0	0	0
2411	3	0	0	0
2413	6	8	2	3
2414	1	0	0	0
2417	3	4	3	1
2422	4	0	0	0
2424	2	0	0	0
2425	4	7	0	0
2428	8	0	0	0
2429	16	4	3	0
2430	8	25	2	6
2435	3	5	0	0
2436	3	1	0	1
2437	1	0	0	0
2444	0	0	1	0
2445	0	0	2	0
15294	10	8	1	0
16517	4	8	1	0
18292	3	12	1	5
20293	5	16	1	7
33096	4	32	1	8
36636	2	6	0	0
45412	1	2	0	0
45413	1	7	0	0
45414	2	10	0	1
45415	1	1	0	0
45416	2	2	0	0
45417	1	9	0	0
45418	3	11	1	2
22354	4	0	3	0
45419	4	0	0	0
10146	3	2	1	9
18207	9	9	1	3
19348	0	0	4	0
27241	2	1	2	0
27382	3	66	0	1
30510	1	0	1	0
40469	0	0	2	0
45420	2	0	0	0
45421	1	13	0	0
45422	3	6	0	2
45423	1	0	0	0
45424	0	0	1	1
45425	0	1	1	2
45426	0	0	1	0
17333	4	11	0	1
20551	7	1	1	0
29500	0	0	4	0
10533	12	9	5	15
45427	2	8	0	2
45428	3	1	2	0
11942	9	35	1	7
45429	1	0	0	2
3012	4	0	0	0
7430	8	0	0	0
12824	5	8	1	0
14864	5	6	0	1
19350	5	0	1	0
24811	15	0	0	0
37780	3	2	0	0
45430	2	0	2	0
45431	3	0	0	0
45432	1	1	0	0
45433	1	0	2	0
45434	1	1	0	0
45435	3	0	0	0
45436	3	0	0	0
37793	5	0	0	0
45437	2	0	0	0
45438	3	10	0	8
26976	5	3	3	0
43798	2	0	0	0
22324	10	20	8	11
44180	12	0	0	0
11637	3	92	0	14
20199	4	1	4	0
23705	7	38	0	0
25706	8	4	0	1
28369	3	8	1	3
28370	3	1	0	0
28371	0	0	3	137
44490	9	48	0	0
45439	1	6	0	9
45440	1	1	0	0
5345	4	0	0	1
8226	6	2	2	1
12822	7	11	1	3
21761	5	0	0	0
43189	3	8	1	2
45441	1	0	0	1
45442	0	4	1	0
13534	8	2	0	5
45443	2	0	0	0
21571	9	0	0	0
30315	19	0	0	0
43075	2	0	0	0
45444	0	0	1	0
14756	12	0	3	0
17566	1	0	1	0
20630	2	1	1	8
24863	2	3	0	0
44299	1	10	0	4
44300	1	0	0	0
44301	3	0	0	0
44302	2	0	0	0
44303	1	0	0	0
44304	0	0	4	0
4498	5	2	1	1
20779	4	30	0	1
21742	2	0	0	0
45445	3	0	0	0
45446	0	0	1	0
3965	3	3	1	0
5294	9	0	1	0
6584	16	3	1	0
10274	3	2	1	2
11745	7	7	0	1
14750	6	3	4	0
14894	4	0	3	0
17146	3	9	1	0
17439	3	0	3	0
18957	6	0	0	0
19702	9	5	0	1
20783	5	15	2	0
21574	5	2	1	0
22894	4	2	1	0
22925	12	50	1	12
23777	8	47	0	5
28108	7	22	0	1
34617	4	6	0	1
35294	2	0	0	0
35295	1	1	2	1
35296	1	0	0	0
35297	2	0	0	0
35298	3	0	0	0
35300	1	0	1	0
35301	2	0	0	0
35302	2	0	0	0
35303	2	4	0	0
35304	3	0	1	0
35306	1	0	0	0
35307	5	0	0	0
35308	3	0	1	0
35309	1	0	1	0
35311	1	0	0	0
35313	1	2	0	0
35314	1	0	0	1
35315	3	1	2	0
35316	3	0	0	0
35317	2	7	1	0
35318	2	0	0	0
35319	2	5	0	0
35320	1	0	0	0
35322	3	1	0	1
35323	1	1	0	0
35324	3	4	0	0
35325	1	0	0	0
3697	1	42	5	159
4600	0	1	2	1
38574	3	3	0	0
2461	4	0	0	0
2463	1	0	0	0
6832	5	0	0	0
8297	10	9	2	1
8592	18	31	0	9
9085	7	0	3	0
9879	5	1	6	2
10466	2	0	0	0
11642	10	0	0	0
11939	7	3	0	0
13815	5	0	0	0
16531	2	3	1	2
19763	3	1	1	0
23854	2	1	1	0
24616	8	3	1	0
24813	4	2	0	1
24819	18	4	3	3
24834	8	2	2	0
24878	2	0	1	0
25087	3	0	0	0
25474	14	23	6	4
25783	2	1	0	0
25784	3	0	1	0
25786	2	2	2	1
25787	1	0	0	0
25789	2	0	0	0
